,type,title,director,cast,country,release year,platform,drama,comedy,documentary,horror,thrillers,romance,children & family,entertainment,music & musicals,action & adventure,sci-fi & fantasy,animation
9363,Movie,The Right Kind of Wrong,"Ryan Kwanten, Sara Canning","Ryan Kwanten, Kristen Hager, Maria Menounos, Jamani",not found,2014,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0
9366,Movie,The Human Solution,Mirtha Vega,"David Chafer, Shobi Rae Mclean, Arthur Velarde",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9367,Movie,The Girl Who Killed Her Parents,Mauricio Eça,"Gabi Lopes, Carla Diaz, Leonardo Medeiros, Augusto Madeira, Vera Zimmermann",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9368,TV Show,The Exorcist,not found,not found,not found,2017,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0
9369,Movie,The Boy Who Killed My Parents,Mauricio Eça,"Gabi Lopes, Carla Diaz, Leonardo Medeiros, Augusto Madeira, Vera Zimmermann",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9371,TV Show,Startup,not found,not found,not found,2016,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0
9376,Movie,Nootokka Jillala Andagadu,Rachakonda Vidyasagar,"Avasarala Srinivas, Ruhani Sharma",not found,2021,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
9379,Movie,Morphle Halloween Special - The Halloween Candy Magic Pet,not found,not found,not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
9381,Movie,Love and Love Only,Julian Karikalan,"Rohit Kalia, Georgia Nicholas",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9390,Movie,Code Red,Valeri Milev,"Paul Logan, Manal El-Feitury, Mya-Lecia Naylor, Julian Kostov",not found,2014,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9392,Movie,Undergods,Chino Moya,"Geza Rohig, Johann Meyers, Ned Dennehy, Hayley Carmichael, Michael Gould, Khalid Abdalla, Jan Bijvoet, Eric Godon, Tanya Reynolds, Tadhg Murphy, Katariina Unt, Sam Louwyck, Kate Dickie, Adrian Rawlings, Burn Gorman",not found,2021,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
9393,TV Show,Two and a Half Men,not found,"Ashton Kutcher, Jon Cryer, Amber Tamblyn, Conchata Ferrell",not found,2015,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
9394,Movie,The Blackout Experiment,John David Moffat IV,"Uli Auliani, Troy Jones, Yasmin Irvine, Dominic Cole, Steven Synstelien, Cheverly Amalia, Stefani Rose",not found,2021,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
9395,Movie,Tell It to the Bees,Annabel Jankel,"Anna Paquin, Holliday Grainger, Gregor Selkirk",not found,2018,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9396,Movie,"No Loss, No Gain",Christian Rousseau,"John Valley, Amanda Erickson, Kevin McCarthy, Nathan Ehrmann, Destiny Soria, Ru Benjamin Revolver, Alexandria Payne, Tinus Seaux, Cynthia Fray, Randall Oliver, Benjamin N. Redic III, Steve Brudniak, Elizabeth Trieu, Hailley Lauren, Leslie Langee, Ashley James",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9397,Movie,Medusa,Matthew B.C.,"Megan Purvis, Sarah T. Cohen, Nicola Wright, Nicole Nabi, Jamila Martin-Wingett",not found,2021,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
9398,Movie,Marathon,"Keith Strausbaugh, Anthony Guidubaldi","Kimia Behpoornia, Tavius Cortez, Andrew Hansen, Roberto Raad, Marc Roberts, Natalie Sullivan, Jimmy Slonina, Anais Thomassian, Jeremy Boone, Andrew Jacobsen, Philip Kotler, Cody LeBoeuf, Claire McAllister, Ryan Neufeld, Joe Palubinsky, Darren Pitura, Ron Silver, Tiffany Thompson, Kasey Wilson, Spenser DeWees, Ori Kalfayan, Dan Worthington, Tommy Todd, Jeff Topper",not found,2021,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
9401,TV Show,Supermansion,not found,not found,not found,2019,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
9402,Movie,Sharks Of The Corn,Tim Ritter,not found,not found,2021,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
9403,Movie,Northmen: A Viking Saga,Claudio Fäh,"Charlie Murphy, Ed Skrein, James Norton, Ryan Kwanten, Tom Hopper, Johan Hegg",not found,2015,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9404,Movie,Maggie Shayne's Embrace the Twilight,Carlos Dunn,"Theresa Bryon, Logan Shephard, Chris Hahn, Bridget Messaros, Aja Nicole, Jason Klingensmith, Angela Duggins, Cody Kilpatrick Steele, Angel Reed, Debbie Scaletta, Tyler Gallant",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9406,Movie,Head Count,Elle Callahan,"Isaac W. Jay, Ashleigh Morghan, Bevin Bru, Billy Meade, Hunter Peterson, Chelcie May, Tory Freeth, Michael Herman, Amaka Obiechie, Sam Marra, Cooper Rowe",not found,2019,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
9407,Movie,Blame,B.J. Rayniak,"Richard Blake, Lauren Elyse Buckley, Rachel Lynn David, Roberto Jay, Delyane MItchell, Austin Brook",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9408,Movie,Behind The Sightings,Tony H. Cadwell,not found,not found,2021,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
9410,Movie,Wolves,David Hayter,"Jason Momoa, Lucas Till, Stephen McHattie, Merritt Patterson",not found,2014,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9412,TV Show,Vroomiz,not found,"Jung Hwa Yang, Sang Hyun Uhm, So Young Lee",not found,2017,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
9415,Movie,Trophy,Amir Lashkari,"Ali Hosseinzadeh, Ashkan Hoorsun, Nava Nemati",not found,2021,Amazon Prime,0,0,0,0,1,0,0,0,0,0,0,0
9417,Movie,The Tall Texan,Elmo Williams,"Luther Adler, Lloyd Bridges, Marie Windsor, Lee J. Cobb, Syd Saylor, Dean Train, Samuel Herrick, George Steele",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9418,Movie,The Slime People,Robert Hutton,not found,not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,0,1,0
9419,Movie,The Sacrament,"magnolia, Magnolia","Joe Swanberg, AJ Bowen, Ti West",not found,2014,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0
9420,Movie,The Rangers: Bloodstone,David Nordquist,"David Nordquist, Dave Quirk, Dana Ventresca, Ken Nordquist, Dee Dattilo",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9421,Movie,The Dark Dance,Mauro John Capece,"Franco Nero, Corinna Coroneo, Flavio Sciolé, Daphne Scoccia, Michela Bruni, Giorgia Trasselli","Italy, Canada",2020,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9423,Movie,Tarzan,Reinhard Klooss,"Kellan Lutz, Spencer Locke, Jaime Ray Newman",not found,2014,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9424,Movie,Tainted Blood,David Hinds,not found,not found,2021,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
9425,Movie,Surrender: Hell!,John Barnwell,not found,not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9426,Movie,Spare Room,Jenica Bergere,"Skyler Samuels, Martin Sensmeier, Thomas Cocquerel, Stefanie Scott, Genevieve Angelson, Andrew Burnap, Alicia Witt, Gregory Cruz",not found,2019,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9427,TV Show,Song of Youth,not found,"Bai Lu, Wang Yi Zhe, Gina Jin Xu, Jackie Li, He Lei, Zhang Zheng Yang",not found,2021,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
9428,Movie,Sometimes Our Friends Come Over (and sometimes we're all alone),Daniel Watkins,"Stephen Tyler Howell, Allison Blaize",not found,2019,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0
9429,Movie,Some Freaks,Ian MacAllister McDonald,"Lily Mae Harrington, Thomas Mann",not found,2017,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
9430,Movie,Sleep Eaters,Shane Grant,not found,not found,2021,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
9431,Movie,Shark Huntress,John Riggins,"Dean Alexandrou, Russell Geoffrey Banks, Katrina Grey, John Buster Flano, Eve Cerda, Gorden Lewis Rimmer, Zarish Ali, Ting Sue, Bonnie Zellerbach, Randy Kalsi",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9432,Movie,Road To The Lemon Grove,Dale Hildebrand,not found,not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9434,Movie,Price Of Love,Kamal Smith,"Icewear Vezzo, Neisha Neshae, K Deezy, Emory Lawrence, Mena Monroe, King Wesley",not found,2020,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9435,Movie,Picasso,Abhijeet Warang,"Prasad Oak, Ashwini Mukadam, Samay Tambe, Nilkanth Sawant, Vitthal Gaonkar",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9436,Movie,Padmavyuha,Ramesh Kadumula,"Laksh, Digangana Suryavanshi, Noel Sean, Ravi Prakash, Ravi Varma, Kireeti",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9437,Movie,Open Marriage,Sam Irvin,"Tilky Jones, Nikki Leigh, Kelly Dowdle, Jason Tobias, Debra Wilson",not found,2017,Amazon Prime,0,0,0,0,1,0,0,0,0,0,0,0
9438,Movie,Obsession,Goran Dukic,"Mekhi Phifer, Elika Portnoy, Brad Dourif, Ruben Santiago-Hudson, Kerry Cahill",not found,2019,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9439,Movie,Night Feeder,Jim Whiteaker,not found,not found,2021,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
9442,Movie,Moonwalkers,Antoine Bardou-Jacquet,"Rupert Grint, Ron Perlman, Robert Sheehan","France, Belgium",2015,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9443,Movie,Luxor,Zeina Durra,"Andrea Riseborough, Karim Saleh, Michael Landes, Shirin Redha, Shahira Fahmy, Salima Ikram",not found,2020,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0
9444,Movie,Kanabadutaledu,Balaraju M,"Sunil, Vaishali Raj, Sukranth Veerella, Yugram, Himaja",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9445,Movie,Judas,Chukwuma Emma-Ogbangwo,Stan Nze Tamara EteimoLinda Osifo,not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9446,Movie,Joy & Hope,Candy Cain,"Vivica A. Fox, Cody Calafiore, Ashley Brinkman, Alix Kermes",not found,2020,Amazon Prime,0,0,0,0,0,1,0,0,0,0,0,0
9448,TV Show,Infinity Paranormal Investigate.,not found,"Alan Toop, Vicky D, Mikey D, Kym Toop",not found,2021,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
9449,Movie,Ide Antaranga Shuddhi,Kumar Dutt,"Aryavardhan, Prathibha, Shweta Khelge, Shridhar, Suraj",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9450,Movie,Honor Among Thieves,Brett Bentman,"Elizabeth Tabish, Thom Hallum, Jordan Walker Ross, Robert Keith, Tom Zembrod, Andy Arrasmith",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9451,Movie,Gerri Curls,Will Young,"Mike Grogan, KK Brunson, Renata Bresciani, Stefan Rollins, Danielle Lima, Chellie Garci, Rico Santana, Will Young Sr., Anna Lepeley, Mark Sherwin",not found,2021,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
9452,Movie,Filth,Jon S. Baird,"James McAvoy, Imogen Poots, Jamie Bell",not found,2014,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0
9453,Movie,Faith In Humanity Restored,"Dean Kamitsis, Michael Whitfield",not found,not found,2018,Amazon Prime,0,0,1,0,0,0,0,0,0,0,0,0
9454,Movie,EurOpen People,Alberto Gatto,"Marvanza, Alberto Gatto, Giuseppe Cremona, Massimo Ragona",not found,2019,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9455,Movie,Eric Clapton: Standing at the Crossroads,Robin Bextor,"Eric Clapton, Jack Bruce, Keith Richards",not found,2021,Amazon Prime,0,0,1,0,0,0,0,0,0,0,0,0
9456,Movie,Driven to Dance,Tati Vogt,"Kaitlyn Black, Juliet Doherty, Michelle Allen, Asher Angel, Jack Beckham",not found,2019,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9461,Movie,CoComelon Halloween Songs,not found,not found,not found,2021,Amazon Prime,0,0,0,0,0,0,1,0,0,0,0,0
9462,Movie,Clip: Act 5 - Title 5,1,1,not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
9463,Movie,Clip: Act 5 - Title 3,1,1,not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9469,Movie,A Spark in Nothing,Griffin Loch,"Benjamin Snow, Brianna Ripkowski, Abby Stevens, Eric Mickelson, Sam Grossinger, Blake Borders, Corrinne Mica, Ernest Keith Walker, Arielle Gottesman",not found,2021,Amazon Prime,0,0,0,0,0,1,0,0,0,0,0,0
9471,Movie,50 Summers,Dan Napoli,Rob Riggle,not found,2020,Amazon Prime,0,0,1,0,0,0,0,0,0,0,0,0
9472,Movie,What Lies Beneath,Menno Meyjes,"Monic Hendrickx, Fedja van Huêt, Daan Schuurmans, Susan Visser",not found,2016,Amazon Prime,0,0,0,0,1,0,0,0,0,0,0,0
9474,Movie,Wallflower,Jagger Gravning,"David Call, Atsuko Okatsuka, Conner Marx",not found,2020,Amazon Prime,0,0,0,0,1,0,0,0,0,0,0,0
9475,TV Show,True Horror,not found,"Kellie Shirley, Amy Morgan, James Tarpey, Adam Leese",not found,2018,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0
9476,Movie,Trapped Child,Ivan Silvestrini,"Katrina Bowden, Krew Hodges, Nixon Hodges",not found,2016,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9477,TV Show,Too Too Boy,not found,"Vishal TM, Rangarao",not found,2019,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
9482,Movie,The Green Sea,Randal Plunkett,"Katharine Isabelle, Hazel Doupe, Dermot Ward, Amy Joyce Hastings, Ciaron Davies",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9483,Movie,The Consequence,Wanly Florexile,"Wanly Florexile, Saul Joseph, Geraldine Lalanne, Sean DeRose, Siliek Wynder",not found,2018,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9484,TV Show,The Best of Videogyan,not found,"Vishal TM, Rangarao",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
9485,TV Show,Piper's Pony Tales,not found,not found,not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
9486,TV Show,Pinkfong! Let's Booksplore with Hogi: Space,not found,not found,not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
9487,Movie,Parched 2: Hangry,Joe Leone,"Remiara Eve, Angelica Adams, Caroline Plyler, Marie Jose Peltier, Elliot Wygoda, Alexander Pineiro, Asel Otunchieva, Justen Chu, Anthony Notarile, Steve Machita",not found,2020,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
9489,Movie,One,Santhosh Viswanath,"Mammootty, Murali Gopy",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9493,Movie,Magari resto (Maybe I'll stay),Mario Parruccini,"Caterina Misasi, Enrico Lo Verso, Pietro De Silva, Veronica Maya, Emiliano De Martino, Rosaria De Cicco, Lucio Bastolla, Felice Avella, Pier Luigi Misasi, Sebastiano Gavasso, Valentina Corti, Noemi Giangrande, Andrea Napoleoni, Antonio Braucci",Italy,2020,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
9494,Movie,Made in Chinatown,"Robert J. Samuels, James Lew","Tony Darrow, Vincent Pastore, Raymond J. Barry, Lo Meng, Jay Kwon, James Lew, Shuya Chang",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9497,Movie,Lance Woods: Undeniable,Nick Leisure,Lance Woods,not found,2021,Amazon Prime,0,0,0,0,0,0,0,1,0,0,0,0
9499,Movie,Kept Woman,Michel Poulette,"Courtney Ford, Shaun Benson, Andrew W. Walker, Rachel Wilson",not found,2015,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9500,Movie,Jurassic Galaxy,"James Kondelik, Jon Kondelik","Madison West, Eric Paul Erickson, Frankie Ray, Doug Bunch, Jonathan Nation, Ryan Budds",not found,2019,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9501,Movie,Invasion of the Cubecumbers,"Michael Thoenes, Andrea Thoenes","Sampley Barinaga, Harrison Stone, Brittany J. Smith, Noah Lombard, Avery Patz, JD Thorne, Brannon Hollingsworth",not found,2020,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
9502,Movie,Iberion,Nico Wilcox Cano,"Guillermo Llorca Andreu, Kevin Hidalgo Lopez, Joan Castillo Faraco, Nuria Rodrigo Ortiz, Aitana Moya Vieiro, Javier Marin Ferrandiz, Elena Llorca Andreu",not found,2019,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
9504,Movie,Hyderabad Dreams,Amaremdar,"Tarhun, Giri, Roja, Priyanka, Kavya, Lanka Raj",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9505,Movie,Hatched,"Scott Jeffrey, Rebecca J Matthews","Georgie Banks, Megan Purvis, Marshall Hawkes, Thomas Loone, Richard Kovacs",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9506,Movie,Gopyam - The Secret,Ballem Venumadhav,"Tarhun, All rounder star Ballem Venu madhav, Annapoorna, Suman Shetty, Raghu, Gundu Hanumanthu rao, Anoosha",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9507,Movie,Goodbye Seventies,Todd Verow,"Chris Rehmann, Ken Kaissar, Andrew Cawley, James Kleinmann, Justin Ivan Brown",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9508,TV Show,Go Buster - Classic Nursery Rhymes & Songs (Made by Little Baby Bum),not found,not found,not found,2021,Amazon Prime,0,0,0,0,0,0,1,0,0,0,0,0
9509,Movie,Gaddappana Duniya (Hindi),Sunil Reddy,Chennagowda,not found,2018,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
9510,TV Show,Down Bad,not found,"Jalen Moffitt, DeAndre Grafton, Michael Gordon III, Christopher Ambrose",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9511,TV Show,Cocomelon American Sign Language - Cartoons for Kids,not found,not found,not found,2019,Amazon Prime,0,0,0,0,0,0,1,0,0,0,0,0
9513,Movie,A Stormy Night,David Moragas,"Jacob Perkins, David Moragas, Jordan Geiger, Marc Di Francesco",not found,2020,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9518,Movie,Untitled Horror Movie,Nick Simon,"Katherine McNamara, Aisha Tyler, Claire Holt, Darren Barnet, Emmy Raver-Lampman, Kevin Daniels, Luke Baines, Kal Penn, Timothy Granaderos, Sohm Kapila, Lesly Kahn",not found,2021,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
9523,Movie,The Wedding Trip,Sean King,"Sydney Bakich, Bart Blachnio, Dani Jean, Kristjan Sokoli, Josh Kay, Stephanie S. Lindsay",not found,2021,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
9524,Movie,The Trench,William Boyd,"Daniel Craig, Cillian Murphy, Ben Whishaw, Danny Dyer, James D'Arcy, Jullian Rhind-Tutt, Paul Nicholls",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9525,Movie,The Manor,Axelle Carolyn,"Barbara Hershey, Bruce Davidson, Nicholas Alexander, Jill Laresen, Fran Bennett, Katie Amanda Keane",not found,2021,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
9526,Movie,The Lumineers: III,Kevin Phillips,"Anna Cordell, Charlie Tahan, Nick Stahl",not found,2019,Amazon Prime,0,0,1,0,0,0,0,0,0,0,0,0
9527,Movie,The Lazarus Effect,David Gelb,"Mark Duplass, Olivia Wilde, Sarah Bolger, Evan Peters, Donald Glover, Ray Wise",not found,2015,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
9528,Movie,THE CHRISTMAS EDITION,HYBRID LLC,not found,not found,2020,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9531,TV Show,Sled Head 24-7,not found,"Haley Shanley, Jeff Fischer",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0
9535,Movie,Pro Wrestlers VS Zombies,Cody Knotts,"Roddy Piper, Jim Duggan, Matt Hardy, Reby Hardy",not found,2014,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9537,TV Show,Pan y Circo,not found,not found,not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0
9539,Movie,Matthew Bourne's The Car Man,Matthew Bourne,"Christopher Trenfield, Zizi Strallen, Dominic North, Kate Lyons, Alan Vincent",not found,2017,Amazon Prime,0,0,0,0,0,0,0,1,0,0,0,0
9541,Movie,Malevolent,Emelie Lindblom,"Anki Lidén, Arman Fanni, Lisette Pagler, Elena Hovsepyan",not found,2017,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
9542,Movie,Madres,Ryan Zaragoza,"Tenoch Huerta, Ariana Guerra, Evelyn Gonzalez, Kerry Cahill, Elpidia Carrillo",not found,2021,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
9544,Movie,Lansky,Eytan Rockaway,"Harvey Keitel, Sam Worthington, Annasophia Robb",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9545,Movie,Justin Bieber: Our World,Michael D. Ratner,not found,not found,2021,Amazon Prime,0,0,0,0,0,0,0,1,0,0,0,0
9546,TV Show,Hidden Villages,not found,Penelope Keith,not found,2016,Amazon Prime,0,0,1,0,0,0,0,0,0,0,0,0
9550,Movie,Felícia 2,Felipe Rodrigo Borba,"Marina Pizatto, Janaína Barbosa, Denise Franzen, Paulo Sembranelli, Lucas Fraga, Caio Schroer, Maria Eduarda Brandão, Fernando Braga, Bruna Kirsten, Letícia Wiest",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0
9554,Movie,Death and All His Friends,Marcus Lee,"Marcus Lee, Yousuf Hanif, Sheridan Sherratt, Rachel Brownstein, Liz Mytton, Joe Williams, Heather Esiri, Duane Clark, CJ Lee, Pamela Lee",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9555,Movie,DEAR CHRISTMAS,"Hartbreak Films,  Inc.",not found,not found,2020,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9556,Movie,Dead Serious,Fernando Ayllón,"Jessica Cediel (Martina), Ivan Marín (El Severo), Nelson Polanía (Javi), Freddy Beltrán (Diego), Lina Cardona (Juliana), Fabiola Posada (Emma)",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9560,Movie,C.R.Usher,Richard Groen,"Julianne Carioto, Veronique Fortin (I), Angela Parent, Richard Groen, Lindsay Whit, Rodrigues A. Williams, Laszlo Szijarto (I)",not found,2016,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9561,Movie,Book Of Fire,Tommy Frazier,"Carmen Electra, Catherine Bach, Nicole Sienna, Shane Brolly, Jason Mewes, Chasty Ballasteros",not found,2021,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
9563,Movie,American Renegades,Steven Quale,"Sullivan Stapleton, Charlie Bewley, Joshua Henry, Diarmaid Murtagh, Dimitri Leonidas, J. K. Simmons",not found,2018,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9565,Movie,A Family Man,Mark Williams,"Gerard Butler, Gretchen Mol, Alison Brie, Willem Dafoe, Alfred Molina","United States, Canada",2017,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9567,Movie,Weapons Of Mass Discussion,Joseph Giannini,"Blake Eaton, Geoffrey Grasso",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9573,Movie,The Shadow,Juan Antonio Chavero Briones,"Rafa Blanes, Silvia Navarro, Carla Córdoba",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,0,1,0
9575,Movie,The Gracefield Incident,Mathieu Ratthe,"Mathieu Ratthe, Victor Andres Turgeon-Trelles, Kimberly Laferriere",not found,2017,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
9577,Movie,Surviving America,Omegia Keeys,"Jesse Bingham, Gerald Griggs, Natasha Pearson, Greg Lockett, Quincy Bonds, Shaun Sinclair, Shawn Hutchinson",not found,2020,Amazon Prime,0,0,1,0,0,0,0,0,0,0,0,0
9581,TV Show,Spoopy Movie Time,not found,"Scott Nielsen, Natalie Perez",not found,2020,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
9583,Movie,Scarlet,John Uche,John Dumelo Sana Kanu Winstina Taylor,not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9584,TV Show,Red Oaks,not found,"Craig Roberts, Ennis Esmer, Oliver Cooper, Alexandra Turshen, Richard Kind, Paul Reiser",United States,2017,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
9586,TV Show,NFL Next,not found,not found,not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0
9589,Movie,Legends of Sleepy Hollow,"Amanda Sonnenschein, Michael Bloom, Grannell Knox","Chloe Dykstra, Leo Camacho, Marilyn Oran",not found,2021,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
9591,Movie,Knifecorp,Zorba Grashin,"Kane Hodder, Austin Kulman, Lola Sandra, Peter Gilroy, Hymnson Chan, Felissa Rose, Tiffany Sheppis",not found,2021,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
9595,Movie,Happy Little Bunnies,Patrick McConnell,"Jon-Scott Clark, Simon Manley, Sophie Toland, Lynne Payne",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0
9596,Movie,Haikara-San: Here Comes Miss Modern Part 1,Kazuhiro Furuhashi,"Asami Seto, Kazuya Nakai",not found,2018,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
9597,Movie,Gold Digger,Ville Jankeri,"Minka Kuustonen, Olavi Uusivirta, Pamela Tola, Taneli Mäkelä",not found,2016,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
9598,Movie,Game on,Mohammed Iansana,Salim Sahid Kamara Phebean Swill Ram Dee,not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
9602,Movie,Chinnanjiru Kiliye,Sabarinathan Muthupandian,"Prasanna Venkatesan, Sandra Nair",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
